"Grade","Score","Part","Listing","Name","Category","Status","Qty","Orders","Sales","Gross","Deduction","NetGross","HistMargin","Rating","Reviews","CR","Images","Units","Visits","AdSpend","AdSales","AdOrders","ROAS","PlatformMargin","PlatformPct","Reason","Action"
"N","0","MFC-D02","DMOM1031",,,"Live","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","YB-CW12S0714","IFOM4699",,,"Live","0","0","0","0","0","0","0","2","1","0","14","0","9","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","YB-CW12Y0719","DMOM1012",,,"Live","0","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","TOOL-A07","DMOM1074",,,"Live","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","MK-WB001B","DMOM1006",,,"Live","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","YB- CW12X0718","DMOM1011",,,"Live","0","0","0","0","0","0","0","0","0","0","8","0","2","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","VFC-5W-wheel","DMOM1030",,,"Live (Some Stores)","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","TOOL-B04","DMOM1069",,,"Live","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","VFC-5W","DMOM1028",,,"Live","0","0","0","0","0","0","0","0","0","0","7","0","16","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","MFC-D2B","DMOM1056",,,"Not Live","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","VFC-2B","DMOM1026",,,"Live","0","0","0","0","0","0","0","4.67","3","0","6","0","35","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","LFC-4W-400","DMOM1053",,,"Live","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","TOOL-A06","DMOM1068",,,"Live","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","PT04-WH","DMOM1043",,,"Live","0","0","0","0","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","YB-CW12H0689","DMOM1013",,,"Live","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","CT-02","DMOM1037",,,"Live","0","0","0","0","0","0","0","0","0","0","12","0","1","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","MFC-D3B","DMOM1055",,,"Not Live","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","VFC-5B-wheel","DMOM1030",,,"Live (Some Stores)","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","W3D-G-locker","DMOM1047",,,"Live","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","TOOL-A01","DMOM1072",,,"Live","0","0","0","0","0","0","0","0","0","0","18","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","PT02-WH","DMOM1039",,,"Live","0","0","0","0","0","0","0","0","0","0","9","0","7","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","VFC-4B-wheel","DMOM1030",,,"Live (Some Stores)","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","TOOL-A08","DMOM1077",,,"Live","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","6D-locker","DMOM1045",,,"Live (Some Stores)","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","TOOL-B02","DMOM1070",,,"Live","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","MFC-D03","DMOM1031",,,"Live","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","YB-MSE3400003","DMOM1009",,,"Live","0","0","0","0","0","0","0","0","0","0","9","0","1","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","W9D-G-locker","DMOM1048",,,"Live","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","CT-01","DMOM1040",,,"Live","0","0","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","LFC-4B-400","DMOM1054",,,"Live","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P152544","FC-800W","71""H三层文件柜白","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P251437","W9D-G-locker","9门更衣柜灰色","locker",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P211228","3T-W","3层置物架-白","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P403869","Bed-116-1","黑色金属带床头板折叠床L190*W116*H33cm
75*46*17","床",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P413028","Pantry-09","白色金属上下对开中空下一抽K字储物柜","餐边柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P411963","CT-05","深胡桃木色铁木结合卷帘带层板升降矩形咖啡桌","咖啡桌",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154419","VFC-3W","窄卡3抽白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P480396","","黑色金属中型货架01
总承重4000lbs","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P272052","","专利款3抽窄卡-黑","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P350192","PT06-WH","白色上玻下铁对开门储物柜","餐边柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P342713","","蓝色金属单3门更衣柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P350190","PT04-WH","白色金属上对开下2抽压型储物柜","餐边柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P354184","CT-02","火烧云钢木半开合咖啡桌","咖啡桌",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P411961","CT-03","深胡桃木色铁木结合半开合推拉卷帘带层板圆型咖啡桌","咖啡桌",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154452","LFC-4W","宽卡4抽白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P222833","TOOL-A05","套色压型-上一抽下对开工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P438827","","黑色铁木结合柜门带插座掀盖唱片桌","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P442676","P442676-BC","白色金属下对开门上四镂空书柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P306288","5T-wangge","网格货架","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P222831","TOOL-A04","套色压型-对开门工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P350187","PT01-WH","白色压型对开门餐厨柜","餐边柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P313238","8T-Kayak","","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P151998","W6D-G-locker","6门更衣柜灰色","locker",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P236613","TOOL-B03","黑色常规-对开门工具柜","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P310005","VFC-4W-wheel","窄四白带轮子套装","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P152545","FC-800B","71""H三层文件柜黑","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P252494","6T-2095-122","","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P182179","LFC-5W","宽卡5抽白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P310088","VFC-5W-wheel","窄五白带轮子套装","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P442672","P442672-Too-8","黑色金属上三抽下对开工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154445","LFC-3B","宽卡3抽黑色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P413030","Dresser-02","白色金属九抽斗柜","Dresser",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P411962","CT-04","深胡桃木色铁木结合半开合半升降带层板圆型咖啡桌","咖啡桌",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P465999","","黑色金属左分格右挂杆工具柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P354182","CT-3ps","3件套-黑色玻璃钢制花边咖啡桌","咖啡桌",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P403870","Bed-116","黑色金属不带床头板折叠床L190*W116*H33cm
75*46*17","床",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P350188","PT02-WH","白色压型上玻下铁中空对开门储物柜餐厨柜","餐边柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P285652","W3D-B-locker 待上架变体","3门更衣柜黑色","locker",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P282152","W9D-B-locker待上架变体","9门更衣柜黑色","locker",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154425","VFC-5W","窄卡5抽白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P403868","Bed-78","黑色金属带床垫带储物袋折叠床L190*W78*H33cm
75*31*17","床",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P465998","","黑色金属上下对开中一抽带轮工具柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154447","LFC-3W","宽卡3抽白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P438826","","胡桃木色铁木两抽屉带铁架唱片桌","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P286673","5T-Niudun","","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P236505","TOOL-A02","套色压型-半对开门工具","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P407327","TOOL-M07","黑色金属上对开下抽屉带轮工具柜","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P480398","","黑色金属中型货架03
总承重5000lbs","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P263577","Pantry-BH04","W2735P186334（老）
黑上下对开玻璃餐边柜、电视柜、储物柜","餐边柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P480399","","黑色金属中型货架04
总承重5000lbs","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P272106","LFC-2B-680","680宽二抽-黑","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P182180","LFC-5B","宽卡5抽黑色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P342716","","白色金属3抽窄卡
标签框款","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P305829","2T-Kayak","","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P465984","","黑色压型对开门大储物柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P442675","P442675-Too-11","黑色金属上两抽下一开门工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P313256","5T-dong-183-120","1830-1200-600-洞洞板","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P222836","TOOL-A07","套色压型-左四抽右单门工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398S00003","","黑色金属中型货架05
总承重6000lbs","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P272122","Pantry-W1000","厨房餐边柜","餐边柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P305830","3T-Kayak","","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P438828","","火烧云棕色钢木L型一字型带插座办公桌","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154450","LFC-4B","宽卡4抽黑色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P152000","MFC-D3-W","3抽鹅颈活动柜白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P391279","MFC-D02","黑色金属3抽转印圆弧活动柜","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P223005","TOOL-B04","黑色常规-对开门工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P465996","","白色金属上移门下2抽小文件柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P465983","PT01-BK","黑色压型对开门中储物柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P463332","","黑色深600带洞洞板五层置物架","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154428","LFC-2W","宽卡2抽白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P205946","6D-locker","6门书包柜","locker",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154422","VFC-4W","窄卡4抽白色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P480394","","白色金属对开门2层板更衣柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P223007","TOOL-B07","黑色常规-左四抽右单门工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P211225","3T-B","3层置物架-黑","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P223006","TOOL-B05","黑色常规-上一抽下对开工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P391280","MFC-D03","白色金属3抽圆弧活动柜","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P152542","FC-914B","72""H四层文件柜黑","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398S00001","S00001-BC","白色金属上可调层架中二抽下双对开门书柜
(分A/B包)","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154423","VFC-5B","窄卡5抽黑色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P480397","","黑色金属中型货架02
总承重4000lbs","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398S00002","S00002-BC","白色金属上固定层架中二抽下双对开门书柜
(分A/B包)","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P272089","","专利款4抽窄卡-黑","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154418","VFC-3B","窄卡3抽黑色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P442674","P442674-Too-10","黑色金属上一抽左下一开门右下两小抽一大抽工具推车","工具",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P160410","5T-1980-1200","","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P272102","VF-ZH-4W","4抽窄卡组合柜-白","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P305831","4T-Kayak","","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P152001","MFC-D3-B","3抽鹅颈活动柜黑色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P290413","Bed-96","75*38inch
双人便携式折叠床","床",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P391278","MFC-D01","白灰套色金属2抽活动柜","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P154421","VFC-4B","窄卡4抽黑色","文件柜",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P480395","","黑色金属3层置物架H990*W1220*D457","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P403871","Bed-96-1","黑色金属带床头板折叠床L190*W96*H33cm
75*38*17","床",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
"N","0","T2398P465997","","黑色金属对开门4层板带轮工具柜","",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","无历史订单/销售记录，按新品观察","小预算测款，先补图文与基础价格口径"
