Reporting Month,Supplier Part Id,Supplier Part Number,Brand Catalog,Wayfair Sku,Product Name,Class Name,Total Revenue,Total Revenue Mom,Total Revenue Yoy,Total Revenue B2B,Total Revenue Premium Brands,Total Orders,Total Orders B2B,Total Orders Premium Brands,Units Sold,Units Sold B2B,Units Sold Premium Brands,Sessions,Sessions Mom,Sessions Yoy,Sessions Percentage B2B,Unit Session Percentage,Unit Session Percentage B2B,Add To Cart Rate,Conversion Rate,Order To Delivery Stated,Order To Delivery Actual,Fill Rate Supplier,Actual Lost Sales,Option Combination Image Coverage,Required Tag Coverage,Sponsored Product Impressions (SKU Level),Sponsored Product Clicks (SKU Level),Sponsored Product Average Daily Spend (SKU Level),Sponsored Product Total Spend (SKU Level),Sponsored Product Attributed Revenue (SKU Level),Sponsored Product Attributed Orders (SKU Level),Sponsored Product Cost Per Click (SKU Level),Sponsored Product Return On Ad Spend Revenue (SKU Level),Sponsored Product Return On Ad Spend Retail Sales (SKU Level)
May 2026,140356792,3T-W,Wayfair Canada (English),DMOM1017,"34""W 20-30 Gallon Metal Fish Tank Stand - Heavy Duty 3-Tier Adjustable Aquarium/Reptile Tank Rack for Home Office",Aquariums & Bowls,,,,,,,,,,,,60,0.875,,,0,,0,0,,,,,1,0.72222222222222221,2327,48,0.1,2.4,,,0.05,,
May 2026,140356792,3T-W,Wayfair Canada (French),DMOM1017,Support pour aquarium / reptile ajustable à 3 niveaux 34 po,Aquariums & Bowls,,,,,,,,,,,,,,,,,,,,,,,,1,0.72222222222222221,,,,,,,,,
May 2026,140356792,3T-W,Wayfair US,DMOM1017,"34""W 20-30 Gallon Metal Fish Tank Stand - Heavy Duty 3-Tier Adjustable Aquarium/Reptile Tank Rack for Home Office",Aquariums & Bowls,174.37,0.514285714,,55.93,174.37,3,1,3,3,1,3,285,0.74846625766871167,,0.056140350877192984,0.010526316,0.0625,0,0.014035087719298246,5.5,4,,,1,0.72222222222222221,13106,241,2.1124,52.81,122.5,2,0.219128631,2.319636432,3.445938269
May 2026,142865392,LFC-2B,Wayfair Canada (English),DMOM1018,"2-Drawer Lateral Metal File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",Filing Cabinets,,,,,,,,,,,,6,0.2,,,0,,0,0,,,,,1,0.8214285714285714,260,0,0,0,,,,,
May 2026,142865392,LFC-2B,Wayfair Canada (French),DMOM1018,"Classeur latéral à 2 tiroirs, surface de rangement supplémentaire et tiroirs d'une capacité de 110 lb avec extension complète et anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865392,LFC-2B,Wayfair US,DMOM1018,"2-Drawer Lateral File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",Filing Cabinets,685.26,-0.319036877,,,685.26,3,,3,6,,6,96,-0.41463414634146339,,0.13541666666666666,0.0625,0,0,0.020833333333333332,5.666666666666667,3.6666666666666665,,,1,0.8214285714285714,4843,44,1.122,28.05,729,3,0.6375,25.989304813,40.354367201
May 2026,142865393,LFC-2W,Wayfair Canada (English),DMOM1018,"2-Drawer Lateral Metal File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",Filing Cabinets,,,,,,,,,,,,1,-0.66666666666666663,,,0,,0,0,,,,,1,0.8214285714285714,260,0,0,0,,,,,
May 2026,142865393,LFC-2W,Wayfair Canada (French),DMOM1018,"Classeur latéral à 2 tiroirs, surface de rangement supplémentaire et tiroirs d'une capacité de 110 lb avec extension complète et anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865393,LFC-2W,Wayfair US,DMOM1018,"2-Drawer Lateral File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",Filing Cabinets,114.21,0,,,114.21,1,,1,1,,1,43,-0.12244897959183673,,0.046511627906976744,0.023255814,0,0,0.023255813953488372,4,3,,,1,0.8214285714285714,4843,44,1.122,28.05,729,3,0.6375,25.989304813,40.354367201
May 2026,142865398,MFC-D2-B,Wayfair Canada (English),DMOM1020,"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Metal Office Organizer",Filing Cabinets,,,,,,,,,,,,3,-0.7857142857142857,,,0,,0,0,,,,,1,0.7857142857142857,396,3,0.00625,0.15,,,0.05,,
May 2026,142865398,MFC-D2-B,Wayfair Canada (French),DMOM1020,"Classeur mobile à 2 tiroirs avec serrure, rangement à roulettes entièrement assemblé pour dossiers légaux / lettres / A4, organiseur de bureau compact",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.7857142857142857,,,,,,,,,
May 2026,142865398,MFC-D2-B,Wayfair US,DMOM1020,"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Office Organizer",Filing Cabinets,186.12,-0.657142857,,,186.12,2,,2,2,,2,165,-0.10810810810810811,,0.078787878787878782,0.012121212,0,0,0.012121212121212121,7.333333333333333,7,,,1,0.7857142857142857,23929,274,9.1912,229.78,495,5,0.838613139,2.154234485,3.355165811
May 2026,142865399,MFC-D2-W,Wayfair Canada (English),DMOM1020,"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Metal Office Organizer",Filing Cabinets,,-1,,,,,,,,,,15,0.5,,0.066666666666666666,0,0,0,0,14,4,,,1,0.7857142857142857,396,3,0.00625,0.15,,,0.05,,
May 2026,142865399,MFC-D2-W,Wayfair Canada (French),DMOM1020,"Classeur mobile à 2 tiroirs avec serrure, rangement à roulettes entièrement assemblé pour dossiers légaux / lettres / A4, organiseur de bureau compact",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.7857142857142857,,,,,,,,,
May 2026,142865399,MFC-D2-W,Wayfair US,DMOM1020,"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Office Organizer",Filing Cabinets,465.3,-0.347387023,,,465.3,5,,5,5,,5,179,-0.32196969696969696,,0.0893854748603352,0.027932961,0,0,0.016759776536312849,4.125,3.6666666666666665,1,,1,0.7857142857142857,23929,274,9.1912,229.78,495,5,0.838613139,2.154234485,3.355165811
May 2026,142865404,VFC-3B,Wayfair Canada (English),DMOM1019,"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",Filing Cabinets,99.59,,,,99.59,1,,1,1,,1,20,-0.33333333333333331,,0.15,0.05,0,0,0.05,15,7,,,1,0.7857142857142857,398,2,0.004166667,0.1,108,1,0.05,1080,2570.32656
May 2026,142865404,VFC-3B,Wayfair Canada (French),DMOM1019,"Classeur vertical à 3 tiroirs, rangement robuste et écologique avec tiroirs pleine extension silencieux",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.7857142857142857,,,,,,,,,
May 2026,142865404,VFC-3B,Wayfair US,DMOM1019,"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",Filing Cabinets,490.68,0.629245941,,287.64,490.68,4,2,4,5,3,5,154,0.69230769230769229,,0.084415584415584416,0.032467532,0.230769231,0,0.025974025974025976,4.5555555555555554,2.8,,,1,0.7857142857142857,15678,147,5.624,140.6,210,2,0.956462585,1.493598862,2.218918919
May 2026,142865405,VFC-3W,Wayfair Canada (English),DMOM1019,"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",Filing Cabinets,,,,,,,,,,,,4,-0.69230769230769229,,,0,,0,0,,,,,1,0.7857142857142857,398,2,0.004166667,0.1,108,1,0.05,1080,2570.32656
May 2026,142865405,VFC-3W,Wayfair Canada (French),DMOM1019,"Classeur vertical à 3 tiroirs, rangement robuste et écologique avec tiroirs pleine extension silencieux",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.7857142857142857,,,,,,,,,
May 2026,142865405,VFC-3W,Wayfair US,DMOM1019,"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",Filing Cabinets,,-1,,,,,,,,,,59,0.96666666666666667,,0.10169491525423729,0,0,0,0,,,,,1,0.7857142857142857,15678,147,5.624,140.6,210,2,0.956462585,1.493598862,2.218918919
May 2026,142865411,MFC-D3-B,Wayfair Canada (English),DMOM1022,"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",Filing Cabinets,,,,,,,,,,,,10,0.25,,0.1,0,0,0,0,,,,,1,0.7857142857142857,6250,43,1.086,27.15,,,0.631395349,,
May 2026,142865411,MFC-D3-B,Wayfair Canada (French),DMOM1022,"Classeur mobile à 3 tiroirs avec serrure, rangement entièrement assemblé pour dossiers de format lettre / légal / A4",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.7857142857142857,,,,,,,,,
May 2026,142865411,MFC-D3-B,Wayfair US,DMOM1022,"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",Filing Cabinets,355.32,0.015925661,,,355.32,3,,3,4,,4,75,-0.336283185840708,,0.29333333333333333,0.053333333,0,0,0.026666666666666668,6.5714285714285712,5.5,1,,1,0.7857142857142857,17624,175,5.2164,130.41,94.5,1,0.7452,0.724637681,1.073460624
May 2026,142865412,MFC-D3-W,Wayfair Canada (English),DMOM1022,"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",Filing Cabinets,,,,,,,,,,,,47,-0.22950819672131148,,0.021276595744680851,0,0,0,0,,,,,1,0.7857142857142857,6250,43,1.086,27.15,,,0.631395349,,
May 2026,142865412,MFC-D3-W,Wayfair Canada (French),DMOM1022,"Classeur mobile à 3 tiroirs avec serrure, rangement entièrement assemblé pour dossiers de format lettre / légal / A4",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.7857142857142857,,,,,,,,,
May 2026,142865412,MFC-D3-W,Wayfair US,DMOM1022,"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",Filing Cabinets,355.32,-0.887925814,,,355.32,2,,2,4,,4,229,-0.44552058111380144,,0.15720524017467249,0.017467249,0,0,0.0087336244541484712,7,8,,,1,0.7857142857142857,17624,175,5.2164,130.41,94.5,1,0.7452,0.724637681,1.073460624
May 2026,142865413,VFC-4B,Wayfair Canada (English),DMOM1023,"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",Filing Cabinets,,-1,,,,,,,,,,2,-0.33333333333333331,,0.5,0,0,0,0,,,,,1,0.8214285714285714,276,2,0.004166667,0.1,,,0.05,,
May 2026,142865413,VFC-4B,Wayfair Canada (French),DMOM1023,"Classeur vertical à 4 tiroirs, conception écologique de grande capacité avec tiroirs coulissants et verrou anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865413,VFC-4B,Wayfair US,DMOM1023,"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",Filing Cabinets,86.86,,,86.86,86.86,1,1,1,1,1,1,67,0.21818181818181817,,0.1044776119402985,0.014925373,0.142857143,0,0,5,2,,,1,0.8214285714285714,3702,48,1.2284,30.71,,,0.639791667,,
May 2026,142865414,VFC-4W,Wayfair Canada (English),DMOM1023,"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,2,-0.33333333333333331,,0.5,0,0,0,0,,,,,1,0.8214285714285714,276,2,0.004166667,0.1,,,0.05,,
May 2026,142865414,VFC-4W,Wayfair Canada (French),DMOM1023,"Classeur vertical à 4 tiroirs, conception écologique de grande capacité avec tiroirs coulissants et verrou anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865414,VFC-4W,Wayfair US,DMOM1023,"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,21,-0.045454545454545456,,0.33333333333333331,0,0,0,0,,,,,1,0.8214285714285714,3702,48,1.2284,30.71,,,0.639791667,,
May 2026,142865418,LFC-3W,Wayfair Canada (English),DMOM1025,"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",Filing Cabinets,,,,,,,,,,,,19,-0.38709677419354838,,0.15789473684210525,0,0,0,0,,,,,1,0.8214285714285714,351,3,0.006818182,0.15,,,0.05,,
May 2026,142865418,LFC-3W,Wayfair Canada (French),DMOM1025,"Classeur latéral à 3 tiroirs, capacité de 110 lb, tiroirs silencieux à extension complète et verrouillage de sécurité intégré",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865418,LFC-3W,Wayfair US,DMOM1025,"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",Filing Cabinets,131.13,-0.827913386,,,131.13,1,,1,1,,1,201,-0.32323232323232326,,0.089552238805970144,0.004975124,0,0,0.0049751243781094526,5.666666666666667,3.5,,,1,0.8214285714285714,13667,175,4.9796,124.49,139.5,1,0.711371429,1.120571933,1.686802153
May 2026,142865419,LFC-3B,Wayfair Canada (English),DMOM1025,"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",Filing Cabinets,,,,,,,,,,,,4,-0.69230769230769229,,0.25,0,0,0,0,,,,,1,0.8214285714285714,351,3,0.006818182,0.15,,,0.05,,
May 2026,142865419,LFC-3B,Wayfair Canada (French),DMOM1025,"Classeur latéral à 3 tiroirs, capacité de 110 lb, tiroirs silencieux à extension complète et verrouillage de sécurité intégré",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865419,LFC-3B,Wayfair US,DMOM1025,"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",Filing Cabinets,123.84,-0.671825313,,123.84,123.84,1,1,1,1,1,1,56,-0.3411764705882353,,0.19642857142857142,0.017857143,0.090909091,0,0,4,3,,,1,0.8214285714285714,13667,175,4.9796,124.49,139.5,1,0.711371429,1.120571933,1.686802153
May 2026,142865421,LFC-2B-680,Wayfair Canada (English),DMOM1021,"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",Filing Cabinets,100.22,,,,100.22,1,,1,1,,1,16,-0.15789473684210525,,,0.0625,,0,0.0625,11,9,,,1,0.9285714285714286,452,5,0.010416667,0.25,108,1,0.05,432,980.448732
May 2026,142865421,LFC-2B-680,Wayfair Canada (French),DMOM1021,"Classeur latéral à 2 tiroirs, rangement compact et large avec capacité de 110 lb, tiroirs à pleine extension et verrou de sécurité",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.9285714285714286,,,,,,,,,
May 2026,142865421,LFC-2B-680,Wayfair US,DMOM1021,"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",Filing Cabinets,984.56,-0.098313964,,95.88,984.56,10,1,10,10,1,10,580,1.0350877192982457,,0.1206896551724138,0.017241379,0.014285714,0,0.010344827586206896,4.5263157894736841,4.333333333333333,1,,1,0.9285714285714286,41940,574,16.0952,402.38,960,9,0.701010453,2.385804463,3.538719618
May 2026,142865422,LFC-2W-680,Wayfair Canada (English),DMOM1021,"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",Filing Cabinets,,,,,,,,,,,,3,-0.8,,0.33333333333333331,0,0,0,0,,,,,1,0.9285714285714286,452,5,0.010416667,0.25,108,1,0.05,432,980.448732
May 2026,142865422,LFC-2W-680,Wayfair Canada (French),DMOM1021,"Classeur latéral à 2 tiroirs, rangement compact et large avec capacité de 110 lb, tiroirs à pleine extension et verrou de sécurité",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.9285714285714286,,,,,,,,,
May 2026,142865422,LFC-2W-680,Wayfair US,DMOM1021,"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",Filing Cabinets,95.88,-0.935459551,,95.88,95.88,1,1,1,1,1,1,129,-0.74455445544554455,,0.093023255813953487,0.007751938,0.083333333,0,0.0077519379844961239,8,4,,,1,0.9285714285714286,41940,574,16.0952,402.38,960,9,0.701010453,2.385804463,3.538719618
May 2026,142865423,VFC-5B,Wayfair Canada (English),DMOM1028,"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",Filing Cabinets,,,,,,,,,,,,2,1,,,0,,0,0,,,,,1,0.8928571428571429,,,,,,,,,
May 2026,142865423,VFC-5B,Wayfair Canada (French),DMOM1028,"Classeur vertical en métal à 5 tiroirs, capacité maximale de rangement robuste avec tiroirs à pleine extension et verrouillage de sécurité",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8928571428571429,,,,,,,,,
May 2026,142865423,VFC-5B,Wayfair US,DMOM1028,"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",Filing Cabinets,,,,,,,,,,,,5,-0.16666666666666666,,,0,,0,0,,,,,1,0.8928571428571429,,,,,,,,,
May 2026,142865424,VFC-5W,Wayfair Canada (English),DMOM1028,"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",Filing Cabinets,,,,,,,,,,,,,-1,,,,,,,,,,,1,0.8928571428571429,,,,,,,,,
May 2026,142865424,VFC-5W,Wayfair Canada (French),DMOM1028,"Classeur vertical en métal à 5 tiroirs, capacité maximale de rangement robuste avec tiroirs à pleine extension et verrouillage de sécurité",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8928571428571429,,,,,,,,,
May 2026,142865424,VFC-5W,Wayfair US,DMOM1028,"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",Filing Cabinets,,,,,,,,,,,,8,1.6666666666666667,,0.125,0,0,0,0,,,,,1,0.8928571428571429,,,,,,,,,
May 2026,142865430,LFC-4B,Wayfair Canada (English),DMOM1027,"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",Filing Cabinets,,-1,,,,,,,,,,3,-0.5714285714285714,,,0,,0,0,,,,,1,0.8214285714285714,288,2,0.004166667,0.1,,,0.05,,
May 2026,142865430,LFC-4B,Wayfair Canada (French),DMOM1027,"Classeur latéral en métal à 4 tiroirs, rangement robuste à haut volume, capacité de 110 lb par tiroir avec système de verrouillage de sécurité",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865430,LFC-4B,Wayfair US,DMOM1027,"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",Filing Cabinets,159.8,-0.891025641,,159.8,159.8,1,1,1,1,1,1,30,-0.74137931034482762,,0.36666666666666664,0.033333333,0.090909091,0,0.033333333333333333,5,5,1,,1,0.8214285714285714,4804,26,0.85625,20.55,,,0.790384615,,
May 2026,142865431,LFC-4W,Wayfair Canada (English),DMOM1027,"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",Filing Cabinets,,,,,,,,,,,,1,0,,,0,,0,0,,,,,1,0.8214285714285714,288,2,0.004166667,0.1,,,0.05,,
May 2026,142865431,LFC-4W,Wayfair Canada (French),DMOM1027,"Classeur latéral en métal à 4 tiroirs, rangement robuste à haut volume, capacité de 110 lb par tiroir avec système de verrouillage de sécurité",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865431,LFC-4W,Wayfair US,DMOM1027,"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",Filing Cabinets,,,,,,,,,,,,23,-0.58181818181818179,,0.17391304347826086,0,0,0,0,,,,,1,0.8214285714285714,4804,26,0.85625,20.55,,,0.790384615,,
May 2026,142865438,VF-ZH-4B,Wayfair Canada (English),DMOM1029,"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",Filing Cabinets,153.54,,,,153.54,1,,1,1,,1,41,3.1,,0.0975609756097561,0.024390244,0,0,0.024390243902439025,16,15,1,,1,0.8214285714285714,333,2,0.004166667,0.1,,,0.05,,
May 2026,142865438,VF-ZH-4B,Wayfair Canada (French),DMOM1029,"Classeur vertical en métal à 4 tiroirs avec serrure et garde-robe, casier en acier pour bureau à domicile, école et chambre à coucher, noir",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865438,VF-ZH-4B,Wayfair US,DMOM1029,"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",Filing Cabinets,156.51,-0.5,,,156.51,1,,1,1,,1,112,0.67164179104477617,,0.125,0.008928571,0,0,0,8,5,,,1,0.8214285714285714,3311,47,1.1832,29.58,,,0.629361702,,
May 2026,142865439,VF-ZH-4W,Wayfair Canada (English),DMOM1029,"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",Filing Cabinets,,,,,,,,,,,,9,-0.18181818181818182,,,0,,0,0,,,,,1,0.8214285714285714,333,2,0.004166667,0.1,,,0.05,,
May 2026,142865439,VF-ZH-4W,Wayfair Canada (French),DMOM1029,"Classeur vertical en métal à 4 tiroirs avec serrure et garde-robe, casier en acier pour bureau à domicile, école et chambre à coucher, noir",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865439,VF-ZH-4W,Wayfair US,DMOM1029,"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",Filing Cabinets,,-1,,,,,,,,,,46,-0.6198347107438017,,0.086956521739130432,0,0,0,0,,,,,1,0.8214285714285714,3311,47,1.1832,29.58,,,0.629361702,,
May 2026,142865443,LFC-5B,Wayfair Canada (English),DMOM1024,"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,,-1,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865443,LFC-5B,Wayfair Canada (French),DMOM1024,"Classeur latéral en métal à 5 tiroirs, capacité maximale de qualité commerciale, tiroirs de 110 lb avec extension complète et verrou anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865443,LFC-5B,Wayfair US,DMOM1024,"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",Filing Cabinets,194.58,,,,194.58,1,,1,1,,1,11,0.375,,0.18181818181818182,0.090909091,0,0,0.090909090909090912,6,4,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865444,LFC-5W,Wayfair Canada (English),DMOM1024,"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,3,-0.4,,,0,,0,0,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865444,LFC-5W,Wayfair Canada (French),DMOM1024,"Classeur latéral en métal à 5 tiroirs, capacité maximale de qualité commerciale, tiroirs de 110 lb avec extension complète et verrou anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865444,LFC-5W,Wayfair US,DMOM1024,"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,5,-0.782608695652174,,,0,,0,0,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865446,VFC-2B,Wayfair Canada (English),DMOM1026,"2-Drawer Vertical Metal Filing Cabinet, Eco-Friendly Heavy Duty Storage with Smooth Full-Extension Drawers & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865446,VFC-2B,Wayfair Canada (French),DMOM1026,"Classeur vertical à 2 tiroirs, rangement robuste et écologique avec tiroirs pleine extension et verrou anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865446,VFC-2B,Wayfair US,DMOM1026,"2-Drawer Vertical Filing Cabinet, Eco-Friendly Heavy Duty Storage with Smooth Full-Extension Drawers & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,16,0.14285714285714285,,0.125,0,0,0,0,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865447,VFC-2W,Wayfair Canada (English),DMOM1026,"2-Drawer Vertical Metal Filing Cabinet, Eco-Friendly Heavy Duty Storage with Smooth Full-Extension Drawers & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,,-1,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865447,VFC-2W,Wayfair Canada (French),DMOM1026,"Classeur vertical à 2 tiroirs, rangement robuste et écologique avec tiroirs pleine extension et verrou anti-basculement",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,142865447,VFC-2W,Wayfair US,DMOM1026,"2-Drawer Vertical Filing Cabinet, Eco-Friendly Heavy Duty Storage with Smooth Full-Extension Drawers & Anti-Tip Lock",Filing Cabinets,,,,,,,,,,,,25,2.5714285714285716,,0.12,0,0,0,0,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,151534088,VFC-5W-wheel,Wayfair Canada (English),DMOM1030,"15.16""W 4-Drawer File Cabinet, Metal Locking Vertical File Cabinets on Wheels – Heavy-Duty for Home & Office, Black",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,151534088,VFC-5W-wheel,Wayfair Canada (French),DMOM1030,"Classeur vertical à 4 tiroirs de 15,16 po, classeurs verticaux verrouillables en métal sur roulettes - Usage intensif pour la maison et le bureau, noir",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
May 2026,151534088,VFC-5W-wheel,Wayfair US,DMOM1030,"15.16""W 4-Drawer File Cabinet, Metal Locking Vertical File Cabinets on Wheels – Heavy-Duty for Home & Office, Black",Filing Cabinets,,,,,,,,,,,,,,,,,,,,,,,,1,0.8214285714285714,,,,,,,,,
