Report Week,BrandCatalog,SKU,Display Sku,SupplierPart Number,ManufacturerPart Number,Class Name,Supplier ID,Supplier Name,Is CG,Ship Class,Product Status,SKU LaunchMonth,Brand Type,Is InExclusivity Program,QuantitySold L90D,WSC L90D,QuantitySold L12M,WSC L12M,Retail Price,Tax And Duties,Retail Price Net,Base Cost,WholesaleCost,Ship Outbound Cost,Ship Other Cost,Incident And Return Cost,Rebate,Product Allowance Cost,Other Handling Cost,Total Cost,B2C Discount,CG Markdown,WSC MarketCompetitiveness Percentile,ShipCost MarketCompetitiveness Percentile,IncidentsAndReturnCost MarketCompetitiveness Percentile
2026-05-31,Wayfair US,DMOM1041,W119185687,CT-3ps,CT-3ps,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,329.99,0,329.99,187,172.04,21.19490041,0,24.786618,0,-10.3224,13.831107057,221.530225467,-0.08,,1,1,0.7
2026-05-31,Wayfair US,DMOM1048,W119237006,W9D-G-locker,W9D-G-locker,Lockers,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,349.99,0,349.99,238,218.96,31.14366301,0,24.318799,0,-13.1376,15.501195509,276.786057519,-0.08,,0.81,0.52,0.67
2026-05-31,Wayfair US,DMOM1001,W114464543,2T-Kayak,2T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,9,581.4,129.99,0,129.99,95,85.5,11.13589873,0,6.264078,0,-5.13,5.752587666,103.522564396,-0.1,,0.73,0.09,1
2026-05-31,Wayfair US,DMOM1008,W115098290,YB-CW12S0768,YB-CW12S0768,Cat Condos & Cat Trees,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,1,0,51.99,0,51.99,28,25.2,9.99075361,0,2.487786,0,-1.512,2.946801305,39.113340915,-0.1,,0.14,0.86,1
2026-05-31,Wayfair US,DMOM1011,W115101379,YB- CW12X0718,YB- CW12X0718,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,207.99,0,207.99,155,139.5,22.65148141,0,9.738351,0,-8.37,9.205420848,172.725253258,-0.1,,0,0.64,0.36
2026-05-31,Wayfair US,DMOM1015,W115304074,5T-dong-183-120,5T-dong-183-120,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,3,216,21,2220,177.99,0,177.99,120,108,21.90390955,0,7.55553,0,-6.48,7.793265801,138.772705351,-0.1,,0.21,0.79,0.84
2026-05-31,Wayfair US,DMOM1019,W116063436,VFC-3W,VFC-3W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,316.8,15,1584,164.99,0,164.99,120,108,12.1107601,0,7.071774,0,-6.48,7.764596789,128.467130889,-0.1,,0.4,0.4,0.3
2026-05-31,Wayfair US,DMOM1024,W116063488,LFC-5W,LFC-5W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,0,0,1,207,319.99,0,319.99,230,207,25.97290525,0,19.161351,0,-12.42,13.441918924,253.156175174,-0.1,,0.73,0.5,0.64
2026-05-31,Wayfair US,DMOM1038,W119185475,PT01-WH,PT01-WH,Pantry Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,212.99,0,212.99,136,125.12,20.19038347,0,11.308146,0,-7.5072,10.357815015,159.469144485,-0.08,,0,0,0
2026-05-31,Wayfair US,DMOM1054,W119669210,LFC-4B-400,LFC-4B-400,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,259.99,0,259.99,180,165.6,24.5765785,0,13.302884,0,-9.936,11.287961654,204.831424154,-0.08,,0,0.05,0.1
2026-05-31,Wayfair US,DMOM1055,DMOM1055,MFC-D3B,MFC-D3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Admins Can Sell,Not defined,,Not exclusive,,0,,0,193.99,0,193.99,125,118.75,11.4359125,0,9.316327,0,-7.125,8.800854159,141.178093659,-0.05,,,,
2026-05-24,Wayfair US,DMOM1015,W115304074,5T-dong-198-120,5T-dong-198-120,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,6,587.4,164.99,0,164.99,110,99,20.97987133,0,7.348579,0,-5.94,7.273309155,128.661759485,-0.1,,0.16,0.63,0.95
2026-05-24,Wayfair US,DMOM1024,W116063488,LFC-5B,LFC-5B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,1,207,1,207,319.99,0,319.99,230,207,31.47060781,0,18.686971,0,-12.42,13.467070138,258.204648948,-0.1,,0.73,0.73,0.64
2026-05-24,Wayfair US,DMOM1027,W116063491,LFC-4B,LFC-4B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,14,2118.24,39,6517.99,279.99,0,279.99,200,180,28.29924325,0,13.379553,0,-10.8,12.068458515,222.947254765,-0.1,,0.76,0.38,0.29
2026-05-24,Wayfair US,DMOM1028,W116055452,VFC-5W,VFC-5W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,,0,,0,232.99,0,232.99,170,153,21.23388229,0,11.545136,0,-9.18,10.288357824,186.887376114,-0.1,,0.48,0.35,0.39
2026-05-24,Wayfair US,DMOM1040,W119186674,CT-01,CT-01,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,239.99,0,239.99,136,125.12,17.93855116,0,17.087358,0,-7.5072,10.635779843,163.274489003,-0.08,,0.36,0.09,0
2026-05-24,Wayfair US,DMOM1072,W119966385,TOOL-A01,TOOL-A01,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,101.99,0,101.99,76.5,70.38,8.62418722,0,5.446441,0,-4.2228,6.462729724,86.690557944,-0.08,,0.23,0.04,0.65
2026-05-24,Wayfair US,DMOM1077,W119966384,TOOL-B08,TOOL-B08,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,279.99,0,279.99,212.5,195.5,26.11122805,0,17.11356,0,-11.73,13.089597,240.08438505,-0.08,,0.27,0.37,0.61
2026-05-24,Wayfair US,DMOM1002,W114460480,8T-Kayak,8T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,,0,,0,279.99,0,279.99,215,193.5,18.03328132,0,11.464209,0,-11.61,11.399522882,222.787013202,-0.1,,0.82,0.64,0.36
2026-05-24,Wayfair US,DMOM1007,W115098288,YB-CW12A0720,YB-CW12A0720,Cat Cages & Playpens,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,289.99,0,289.99,220,198,31.80981304,0,13.994415,0,-11.88,12.951087139,244.875315179,-0.1,,0.09,1,0.45
2026-05-24,Wayfair US,DMOM1012,W115101378,YB-CW12Y0719,YB-CW12Y0719,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,136.99,0,136.99,105,94.5,16.44927568,0,7.1512,0,-5.67,6.527884377,118.958360057,-0.1,,0,1,0.89
2026-05-24,Wayfair US,DMOM1013,W115101372,YB-CW12H0689,YB-CW12H0689,Small Animal Cages And Habitats,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,309.99,0,309.99,235,211.5,32.20172764,0,15.258837,0,-12.69,12.956850058,259.227414698,-0.1,,0.25,0.83,0.33
2026-05-24,Wayfair US,DMOM1018,W116063433,LFC-2W,LFC-2W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,5,600.75,17,1907.55,186.99,0,186.99,135,121.5,17.73159091,0,7.852632,0,-7.29,8.598243795,148.392466705,-0.1,,0.71,0.19,0.05
2026-05-24,Wayfair US,DMOM1026,W116063431,VFC-2W,VFC-2W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,4,212,9,567.2,115.99,0,115.99,80,72,12.9752776,0,5.047145,0,-4.32,5.90771223,91.61013483,-0.1,,0,0.33,0.29
2026-05-24,Wayfair US,DMOM1029,W116052666,VF-ZH-4W,VF-ZH-4W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,462.5,17,2103.45,249.99,0,249.99,185,166.5,20.88000646,0,11.857203,0,-9.99,10.942159815,200.189369275,-0.1,,0.63,0.21,0
2026-05-24,Wayfair US,DMOM1037,W119184271,CT-02,CT-02,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,227.99,0,227.99,128,117.76,17.93865595,0,16.122741,0,-7.0656,10.209783287,154.965580237,-0.08,,0.18,0.18,0.45
2026-05-24,Wayfair US,DMOM1074,W119966380,TOOL-A07,TOOL-A07,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,229.99,0,229.99,178.5,164.22,20.55620536,0,11.453256,0,-9.8532,11.29578497,197.67204633,-0.08,,0.88,0.44,0.27
2026-05-24,Wayfair US,DMOM1000,W114466261,5T-1830-1200,5T-1830-1200,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,3,364,16,1978.2,197.99,0,197.99,140,126,19.54896388,0,7.986154,0,-7.56,8.560998217,154.536116097,-0.1,,0.97,0.69,0.31
2026-05-24,Wayfair US,DMOM1017,W115286599,3T-W,3T-W,Aquariums & Bowls,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,4,182.31,8,182.31,92.99,0,92.99,70,63,10.53461371,0,4.771167,0,-3.78,5.813238132,80.339018842,-0.1,,0,0,0.59
2026-05-24,Wayfair US,DMOM1025,W116063428,LFC-3W,LFC-3W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,10,1353.15,44,5995.4,209.99,0,209.99,155,139.5,20.23670065,0,8.93044,0,-8.37,9.470962861,169.768103511,-0.1,,0.6,0.6,0.1
2026-05-24,Wayfair US,DMOM1070,W119966391,TOOL-B02,TOOL-B02,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,143.99,0,143.99,110.5,101.66,12.0216886,0,6.995381,0,-6.0996,8.0656714,122.643141,-0.08,,0.49,0.23,0.2
2026-05-24,Wayfair US,DMOM1000,W114466261,5T-1600-800,5T-1600-800,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,2,153,119.99,0,119.99,85,76.5,11.76725848,0,4.615792,0,-4.59,5.626656329,93.919706809,-0.1,,0.5,0.31,0.41
2026-05-24,Wayfair US,DMOM1003,W114467209,4T-Kayak,4T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,18,1995,40,4709.6,194.99,0,194.99,140,126,20.65774687,0,7.409247,0,-7.56,8.252161239,154.759155109,-0.1,,1,0.82,0
2026-05-24,Wayfair US,DMOM1005,W114460483,5T-Niudun,5T-Niudun,Bookcases,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,1,59.4,3,178.2,109.99,0,109.99,108,59.4,18.67553923,0,4.607873,0,-3.564,5.294542263,84.413954493,-0.45,,0.59,0.76,0.24
2026-05-24,Wayfair US,DMOM1038,W119185475,PT01-WH,PT01-WH,Pantry Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,212.99,0,212.99,136,125.12,20.19038347,0,11.308146,0,-7.5072,10.357815015,159.469144485,-0.08,,0,0,0
2026-05-24,Wayfair US,DMOM1041,W119185687,CT-3ps,CT-3ps,Coffee & Cocktail Tables,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,323.99,0,323.99,187,172.04,21.19490041,0,24.264618,0,-10.3224,13.615821657,220.792940067,-0.08,,1,1,0.7
2026-05-24,Wayfair US,DMOM1062,W119966389,TOOL-B03,TOOL-B03,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,162.99,0,162.99,127.5,117.3,11.79104581,0,8.080482,0,-7.038,8.760292022,138.893819832,-0.08,,0.65,0.21,0.36
2026-05-24,Wayfair US,DMOM1067,W119966376,TOOL-A05,TOOL-A05,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,189.99,0,189.99,146.2,134.504,15.72475762,0,9.2903376,0,-8.07024,9.794367928,161.243223148,-0.08,,0.69,0.26,0.29
2026-05-24,Wayfair US,DMOM1068,W119966373,TOOL-A06,TOOL-A06,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,205.99,0,205.99,156.4,143.888,19.35971314,0,10.0347348,0,-8.63328,10.401583975,175.050751915,-0.08,,0.78,0.4,0.25
2026-05-24,Wayfair US,DMOM1072,W119966385,TOOL-B01,TOOL-B01,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,99.99,0,99.99,74.8,68.816,8.52620857,0,5.2845936,0,-4.12896,6.383446414,84.881288584,-0.08,,0.22,0.05,0.71
2026-05-24,Wayfair US,DMOM1000,W114466261,5T-1830-900,5T-1830-900,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,7,554.47,139.99,0,139.99,89,80.1,22.24908781,0,5.400483,0,-4.806,6.382709297,109.326280107,-0.1,,0.5,0.94,0.31
2026-05-24,Wayfair US,DMOM1006,W114941605,MK-WB001B,MK-WB001B,Workbenches,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,249.99,0,249.99,179.99,161.991,21.55307263,0,11.6919192,0,-9.71946,11.278275526,196.794807356,-0.1,,0.85,0.38,0
2026-05-24,Wayfair US,DMOM1019,W116063436,VFC-3W,VFC-3W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,316.8,15,1584,159.99,0,159.99,120,108,12.1107601,0,6.858774,0,-6.48,7.576467689,128.066001789,-0.1,,0.4,0.4,0.3
2026-05-24,Wayfair US,DMOM1077,W119966384,TOOL-A08,TOOL-A08,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,279.99,0,279.99,212.5,195.5,26.15943145,0,17.11356,0,-11.73,13.089597,240.13258845,-0.08,,0.29,0.39,0.62
2026-05-24,Wayfair US,DMOM1020,W116063492,MFC-D2-B,MFC-D2-B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,26,1994.3,60,5305.3,153.99,0,153.99,110,99,14.54125936,0,6.908652,0,-5.94,7.337398794,121.847310154,-0.1,,0.55,0.77,0
2026-05-24,Wayfair US,DMOM1027,W116063491,LFC-4W,LFC-4W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,2,360,8,1412,269.99,0,269.99,200,180,22.33145275,0,13.445538,0,-10.8,11.677109705,216.654100455,-0.1,,0.76,0.33,0.29
2026-05-24,Wayfair US,DMOM1053,W119669211,LFC-4W-400,LFC-4W-400,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,239.99,0,239.99,180,165.6,24.5765785,0,12.350884,0,-9.936,10.539375254,203.130837754,-0.08,,0.43,0.48,0.26
2026-05-24,Wayfair US,DMOM1067,W119966376,TOOL-B05,TOOL-B05,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,199.99,0,199.99,156.4,143.888,15.77673346,0,9.7968062,0,-8.63328,10.17117621,170.99943587,-0.08,,0.78,0.26,0.28
2026-05-24,Wayfair US,DMOM1069,W119966387,TOOL-B04,TOOL-B04,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,169.99,0,169.99,132.6,121.992,13.85016931,0,8.2457132,0,-7.31952,9.046803249,145.815165759,-0.08,,0.69,0.32,0.13
2026-05-24,Wayfair US,DMOM1000,W114466261,5T-1980-1200,5T-1980-1200,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,6,528,26,2451.6,172.99,0,172.99,120,108,18.44657308,0,7.050245,0,-6.48,7.616199062,134.633017142,-0.1,,0.78,0.44,0.38
2026-05-24,Wayfair US,DMOM1004,W114460485,3T-Kayak,3T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,13,1277.1,145.99,0,145.99,110,99,10.78558576,0,6.015693,0,-5.94,6.382713451,116.243992211,-0.1,,0.82,0,0.45
2026-05-24,Wayfair US,DMOM1009,W115098286,YB-MSE3400003,YB-MSE3400003,Crates and Carriers,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,,0,,0,365.99,0,365.99,245,220.5,36.27984007,0,21.577302,0,-13.23,15.889493666,281.016635736,-0.1,,0.18,1,0.45
2026-05-24,Wayfair US,DMOM1019,W116063436,VFC-3B,VFC-3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,5,530.4,35,3609.6,159.99,0,159.99,120,108,12.12396364,0,6.778377,0,-6.48,7.578353972,128.000694612,-0.1,,0.4,0.15,0.3
2026-05-24,Wayfair US,DMOM1024,W116063488,LFC-5W,LFC-5W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,0,0,1,207,313.99,0,313.99,230,207,25.97290525,0,18.831951,0,-12.42,13.219064344,252.603920594,-0.1,,0.73,0.5,0.64
2026-05-24,Wayfair US,DMOM1025,W116063428,LFC-3B,LFC-3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,4,533.2,19,2433.5,209.99,0,209.99,155,139.5,20.08066834,0,9.350272,0,-8.37,9.456108168,170.017048508,-0.1,,0.6,0.6,0.3
2026-05-24,Wayfair US,DMOM1028,W116055452,VFC-5B,VFC-5B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,0,0,2,306,239.99,0,239.99,170,153,28.12110025,0,11.815337,0,-9.18,10.551636344,194.308073594,-0.1,,0.48,0.78,0.39
2026-05-24,Wayfair US,DMOM1068,W119966373,TOOL-B06,TOOL-B06,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,209.99,0,209.99,161.5,148.58,19.28960863,0,10.401842,0,-8.9148,10.543268728,179.899919358,-0.08,,0.8,0.39,0.29
2026-05-24,Wayfair US,DMOM1001,W114464543,2T-Kayak,2T-Kayak,Bike And Sport Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,0,0,9,581.4,129.99,0,129.99,95,85.5,11.13589873,0,6.264078,0,-5.13,5.752587666,103.522564396,-0.1,,0.73,0.09,1
2026-05-24,Wayfair US,DMOM1018,W116063433,LFC-2B,LFC-2B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,21,2123.55,29,3072.6,189.99,0,189.99,135,121.5,18.63488071,0,8.131572,0,-7.29,8.703748968,149.680201678,-0.1,,0.71,0.14,0.1
2026-05-24,Wayfair US,DMOM1020,W116063492,MFC-D2-W,MFC-D2-W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,19,1648.9,38,3297.8,149.99,0,149.99,110,99,11.85266233,0,7.088832,0,-5.94,7.17545214,119.17694647,-0.1,,0.55,0,0
2026-05-24,Wayfair US,DMOM1021,W116063489,LFC-2B-680,LFC-2B-680,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,23,2437.2,44,4634.4,159.99,0,159.99,120,108,12.16556527,0,6.335202,0,-6.48,7.594072989,127.614840259,-0.1,,0.48,0.05,0
2026-05-24,Wayfair US,DMOM1022,W116063490,MFC-D3-W,MFC-D3-W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,53,4757.55,65,5505.15,137.99,0,137.99,105,94.5,11.92171894,0,6.826908,0,-5.67,6.712907804,114.291534744,-0.1,,0.17,0.06,0.22
2026-05-24,Wayfair US,DMOM1022,W116063490,MFC-D3-B,MFC-D3-B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,35,1291.5,57,3096.45,137.99,0,137.99,105,94.5,11.8686952,0,6.741858,0,-5.67,6.712907804,114.153461004,-0.1,,0.17,0.33,0.22
2026-05-24,Wayfair US,DMOM1023,W116063425,VFC-4B,VFC-4B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,3,361.2,15,1744.23,192.99,0,192.99,140,126,18.34723216,0,9.143736,0,-7.56,8.789298624,154.720266784,-0.1,,0.55,0.23,0.05
2026-05-24,Wayfair US,DMOM1026,W116063431,VFC-2B,VFC-2B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,,0,,0,117.99,0,117.99,80,72,14.2044643,0,5.258133,0,-4.32,5.977171521,93.119768821,-0.1,,0,0,0.29
2026-05-24,Wayfair US,DMOM1029,W116052666,VF-ZH-4B,VF-ZH-4B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,11,1628,27,4238.35,249.99,0,249.99,185,166.5,20.86900351,0,11.523867,0,-9.99,10.955914265,199.858784775,-0.1,,0.63,0.53,0
2026-05-24,Wayfair US,DMOM1054,W119669210,LFC-4B-400,LFC-4B-400,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,239.99,0,239.99,180,165.6,24.5765785,0,12.350884,0,-9.936,10.539375254,203.130837754,-0.08,,0,0.05,0.1
2026-05-24,Wayfair US,DMOM1074,W119966380,TOOL-B07,TOOL-B07,Garage Storage Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Not defined,Header Brand,Not exclusive,,0,,0,229.99,0,229.99,178.5,164.22,20.41159516,0,11.430257,0,-9.8532,11.296688831,197.505340991,-0.08,,0.88,0.44,0.27
2026-05-24,Wayfair US,DMOM1008,W115098290,YB-CW12S0768,YB-CW12S0768,Cat Condos & Cat Trees,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,1,0,51.99,0,51.99,28,25.2,9.99075361,0,2.487786,0,-1.512,2.946801305,39.113340915,-0.1,,0.14,0.86,1
2026-05-24,Wayfair US,DMOM1016,W115304072,5T-wangge,5T-wangge,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Aug-2025,Header Brand,Not exclusive,0,0,3,211.2,114.99,0,114.99,80,72,11.64287275,0,4.970187,0,-4.32,5.414300941,89.707360691,-0.1,,0.55,0.09,0.91
2026-05-24,Wayfair US,DMOM1023,W116063425,VFC-4W,VFC-4W,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Oct-2025,Header Brand,Not exclusive,1,123.2,4,491.4,192.99,0,192.99,140,126,18.40298044,0,9.137037,0,-7.56,8.790057074,154.770074514,-0.1,,0.55,0.18,0.05
2026-05-24,Wayfair US,DMOM1039,W119185476,PT02-WH,PT02-WH,Pantry Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,249.99,0,249.99,162,149.04,21.31886698,0,13.636974,0,-8.9424,11.724803107,186.778244087,-0.08,,0.55,0.18,0.09
2026-05-24,Wayfair US,DMOM1047,W119204836,W3D-G-locker,W3D-G-locker,Lockers,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Mar-2026,Header Brand,Not exclusive,,0,,0,319.99,0,319.99,221,203.32,30.1440712,0,17.633087,0,-12.1992,14.488628023,253.386586223,-0.08,,0.69,0.51,0.46
2026-05-24,Wayfair US,DMOM1055,DMOM1055,MFC-D3B,MFC-D3B,Filing Cabinets,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Admins Can Sell,Not defined,,Not exclusive,,0,,0,187.99,0,187.99,125,118.75,11.4359125,0,9.017527,0,-7.125,8.576796999,140.655236499,-0.05,,,,
2026-05-24,Wayfair US,DMOM1000,W114466261,6T-2095-122,6T-2095-122,Shelving & Racks,347069,"Guangzhou youbao Technology Co. , Ltd.",DS,SP,Active,Jul-2025,Header Brand,Not exclusive,3,405,13,1467,209.99,0,209.99,150,135,19.33330606,0,8.605051,0,-8.1,9.009089076,163.847446136,-0.1,,1,0.65,0.32
