Promotion Name,Promotion Start Date,Promotion End Date,Class,Store,Product Part #,Revenue 30 Days Prior,Avg Daily Revenue Prior 30 Days,Revenue During Promotion,Avg Daily Revenue During Promotion,Revenue Post 30 Days,Avg Daily Revenue Post 30 Days,# of Units Sold 30 Days Prior,Avg Daily Units Sold Prior 30 Days,# of Units Sold During Promotion,Avg Daily Units Sold During Promotion,# of Units Sold Post 30 Days,Avg Daily Units Sold Post 30 Days,Discount Percent,Impressions,Conversion Rate
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair US,MFC-D3-B,85.02,2.83,170.74,28.46,85.87,2.86,1,0.03,2,0.33,1,0.03,12,4,0
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair US,VF-ZH-4B,151.29,5.04,309.54,51.59,777.33,25.91,1,0.03,2,0.33,5,0.17,12,15,6.666666666666667
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair US,VF-ZH-4W,0,0,156.51,26.09,464.31,15.48,0,0,1,0.17,3,0.1,12,2,0
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair US,VFC-2W,0,0,63.35,10.56,135.36,4.51,0,0,3,0.5,2,0.07,12,4,25
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair US,VFC-3B,-2.09,-0.07,691.47,115.25,910.29,30.34,1,0.03,7,1.17,9,0.3,12,5,40
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair US,VFC-3W,-2.09,-0.07,95.88,15.98,304.56,10.15,1,0.03,1,0.17,3,0.1,12,7,0
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair Canada (English),VFC-4B,0,0,117.84,19.64,0,0,0,0,1,0.17,0,0,12,1,0
NA Cyber 5 - November 2025,2025-11-28,2025-12-03,Filing Cabinets,Wayfair US,VFC-4B,0,0,-2.46,-0.41,-5.04,-0.17,0,0,1,0.17,2,0.07,12,5,20
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Bike And Sport Racks,Wayfair US,3T-Kayak,93.06,3.1,93.06,2.33,183.02,6.1,1,0.03,1,0.03,2,0.07,10,,
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Bike And Sport Racks,Wayfair US,4T-Kayak,697.48,23.25,236.88,5.92,118.44,3.95,6,0.2,2,0.05,1,0.03,10,,
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Shelving & Racks,Wayfair US,5T-1600-800,0,0,143.82,3.6,0,0,0,0,2,0.05,0,0,10,4,50
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Shelving & Racks,Wayfair US,5T-1830-1200,236.88,7.9,118.44,2.96,118.44,3.95,2,0.07,1,0.03,1,0.03,10,1,100
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Shelving & Racks,Wayfair US,5T-dong-183-120,398.83,13.29,101.52,2.54,101.52,3.38,4,0.13,1,0.03,1,0.03,10,2,50
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Shelving & Racks,Wayfair US,5T-dong-198-120,4.65,0.16,181.99,4.55,186.12,6.2,2,0.07,2,0.05,2,0.07,10,3,33.333333333333329
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Shelving & Racks,Wayfair US,6T-2095-122,620.4,20.68,126.9,3.17,126.9,4.23,5,0.17,1,0.03,1,0.03,10,,
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Filing Cabinets,Wayfair US,LFC-2W-680,0,0,99.27,2.48,805.38,26.85,0,0,1,0.03,8,0.27,10,1,0
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Filing Cabinets,Wayfair US,LFC-3W,0,0,131.13,3.28,1279.25,42.64,0,0,1,0.03,10,0.33,10,9,11.111111111111111
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Filing Cabinets,Wayfair US,MFC-D2-B,0,0,90.99,2.27,731.04,24.37,0,0,1,0.03,8,0.27,10,4,0
NA Cyber Month - November 2025,2025-10-30,2025-12-08,Filing Cabinets,Wayfair US,MFC-D3-B,0,0,86.85,2.17,255.63,8.52,0,0,1,0.03,3,0.1,10,1,100
NA EPIC Fall Sale Weekend Room - September 2025,2025-09-19,2025-09-23,Bike And Sport Racks,Wayfair US,3T-Kayak,279.18,9.31,90.99,18.2,0,0,3,0.1,1,0.2,0,0,12,,
NA EPIC Fall Sale Weekend Room - September 2025,2025-09-19,2025-09-23,Shelving & Racks,Wayfair US,5T-1830-1200,109.23,3.64,-2.46,-0.49,234.25,7.81,1,0.03,1,0.2,2,0.07,12,5,20
NA EPIC Fall Sale Weekend Room - September 2025,2025-09-19,2025-09-23,Shelving & Racks,Wayfair US,5T-1830-900,150.59,5.02,-1.57,-0.31,75.3,2.51,2,0.07,1,0.2,1,0.03,12,114,0.8771929824561403
NA EPIC Fall Sale Weekend Room - September 2025,2025-09-19,2025-09-23,Shelving & Racks,Wayfair US,5T-dong-183-120,101.52,3.38,-4.22,-0.84,398.83,13.29,1,0.03,2,0.4,4,0.13,12,101,1.9801980198019802
NA EPIC Fall Sale Weekend Room - September 2025,2025-09-19,2025-09-23,Shelving & Racks,Wayfair US,5T-dong-198-120,0,0,-1.94,-0.39,4.65,0.16,0,0,1,0.2,1,0.03,12,10,10
NA EPIC Fall Sale Weekend Room - September 2025,2025-09-19,2025-09-23,Shelving & Racks,Wayfair US,5T-wangge,0,0,-4.23,-0.85,0,0,0,0,3,0.6,0,0,12,,
NA EPIC Fall Sale Weekend Room - September 2025,2025-09-19,2025-09-23,Shelving & Racks,Wayfair US,6T-2095-122,0,0,-2.64,-0.53,380.7,12.69,0,0,1,0.2,3,0.1,12,17,5.88235294117647
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Bike And Sport Racks,Wayfair US,3T-Kayak,90.99,3.03,93.06,5.17,180.95,6.03,1,0.03,1,0.06,2,0.07,10,,
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Bike And Sport Racks,Wayfair US,4T-Kayak,230.3,7.68,118.44,6.58,236.88,7.9,2,0.07,1,0.06,2,0.07,10,,
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Shelving & Racks,Wayfair US,5T-dong-183-120,294.42,9.81,101.52,5.64,0,0,3,0.1,1,0.06,0,0,10,3,33.333333333333329
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Shelving & Racks,Wayfair US,5T-dong-198-120,181.99,6.07,186.12,10.34,0,0,2,0.07,2,0.11,0,0,10,2,50
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Shelving & Racks,Wayfair US,6T-2095-122,126.9,4.23,126.9,7.05,0,0,1,0.03,1,0.06,0,0,10,1,0
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,LFC-2B,337.71,11.26,-2.43,-0.14,326.13,10.87,4,0.13,1,0.06,3,0.1,10,4,0
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,LFC-2B-680,586.73,19.56,304.56,16.92,875.32,29.18,7,0.23,3,0.17,9,0.3,10,14,14.285714285714285
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair Canada (English),LFC-2B-680,101.01,3.37,100.16,5.56,0,0,1,0.03,1,0.06,0,0,10,4,25
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,LFC-2W,670.19,22.34,-2.43,-0.14,222.07,7.4,7,0.23,1,0.06,2,0.07,10,37,2.7027027027027026
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,LFC-2W-680,1094.31,36.48,304.56,16.92,893.37,29.78,12,0.4,3,0.17,9,0.3,10,55,1.8181818181818181
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,LFC-3W,1394.65,46.49,393.39,21.86,1028.64,34.29,13,0.43,3,0.17,8,0.27,10,36,8.3333333333333321
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,LFC-4B,161.96,5.4,1150.56,63.92,1508.3,50.28,2,0.07,7,0.39,12,0.4,10,38,5.2631578947368416
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,MFC-D2-B,550.21,18.34,276.08,15.34,1272.86,42.43,7,0.23,3,0.17,14,0.47,10,47,6.3829787234042552
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,MFC-D2-W,274.15,9.14,462.2,25.68,448.76,14.96,4,0.13,5,0.28,4,0.13,10,13,7.6923076923076925
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,MFC-D3-B,255.76,8.53,85.87,4.77,1353.17,45.11,3,0.1,1,0.06,16,0.53,10,3,0
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,MFC-D3-W,-1.83,-0.06,88.83,4.94,88.83,2.96,1,0.03,1,0.06,0,0,10,6,0
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,VF-ZH-4B,930.36,31.01,156.51,8.7,1215.54,40.52,6,0.2,1,0.06,8,0.27,10,1,0
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,VF-ZH-4W,313.02,10.43,307.8,17.1,916.44,30.55,2,0.07,2,0.11,5,0.17,10,8,12.5
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair Canada (English),VF-ZH-4W,0,0,154.41,8.58,0,0,0,0,1,0.06,0,0,10,1,100
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,VFC-3B,689.38,22.98,910.29,50.57,991.5,33.05,8,0.27,9,0.5,10,0.33,10,139,3.5971223021582732
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,VFC-3W,93.79,3.13,304.56,16.92,692.58,23.09,2,0.07,3,0.17,7,0.23,10,14,7.1428571428571423
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,VFC-4B,-2.46,-0.08,-5.04,-0.28,772.21,25.74,1,0.03,2,0.11,7,0.23,10,11,18.181818181818183
NA End of Year Clearance / Boxing Week - December 2025,2025-12-16,2026-01-02,Filing Cabinets,Wayfair US,VFC-5B,0,0,143.82,7.99,143.82,4.79,0,0,1,0.06,1,0.03,10,2,0
NA Epic Fall Sale - September 2025,2025-09-15,2025-09-23,Bike And Sport Racks,Wayfair US,3T-Kayak,93.06,3.1,279.18,31.02,0,0,1,0.03,3,0.33,0,0,10,,
NA Epic Fall Sale - September 2025,2025-09-15,2025-09-23,Bike And Sport Racks,Wayfair US,4T-Kayak,455.34,15.18,118.44,13.16,473.76,15.79,4,0.13,1,0.11,4,0.13,10,,
NA Epic Fall Sale - September 2025,2025-09-15,2025-09-23,Bookcases,Wayfair US,5T-Niudun,0,0,55.83,6.2,0,0,0,0,1,0.11,0,0,10,,
NA Extended Way Day 2 - October 2025,2025-10-30,2025-10-31,Bike And Sport Racks,Wayfair US,3T-Kayak,93.06,3.1,93.06,46.53,184.05,6.14,1,0.03,1,0.5,2,0.07,15,,
NA Extended Way Day 2 - October 2025,2025-10-30,2025-10-31,Shelving & Racks,Wayfair US,5T-dong-183-120,398.83,13.29,191.76,95.88,398.19,13.27,4,0.13,2,1,4,0.13,15,,
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,LFC-2W,-2.43,-0.08,111.67,22.33,110.4,3.68,1,0.03,1,0.2,1,0.03,12,2,50
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,LFC-2W-680,805.38,26.85,294.42,58.88,501.96,16.73,8,0.27,3,0.6,5,0.17,12,25,12
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,LFC-3B,498.28,16.61,256.42,51.28,706.63,23.55,4,0.13,2,0.4,7,0.23,12,5,40
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,LFC-3W,1406.01,46.87,123.84,24.77,1165.59,38.85,11,0.37,1,0.2,9,0.3,12,4,0
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,LFC-4W,0,0,165.44,33.09,658,21.93,0,0,1,0.2,4,0.13,12,3,33.333333333333329
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,MFC-D2-B,908.89,30.3,93.06,18.61,1008.15,33.61,10,0.33,1,0.2,11,0.37,12,8,0
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,MFC-D2-W,819.97,27.33,90.99,18.2,93.06,3.1,8,0.27,1,0.2,1,0.03,12,5,20
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,VF-ZH-4B,928.62,30.95,452.13,90.43,464.31,15.48,6,0.2,3,0.6,3,0.1,12,23,13.043478260869565
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,VFC-3B,1202.43,40.08,198.54,39.71,703.86,23.46,12,0.4,2,0.4,7,0.23,12,8,0
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,VFC-3W,694.83,23.16,99.27,19.85,203.04,6.77,7,0.23,1,0.2,2,0.07,12,4,25
NA Four Day Flash Sale - January 2026,2026-01-09,2026-01-13,Filing Cabinets,Wayfair US,VFC-4B,223.95,7.47,85.26,17.05,344.79,11.49,4,0.13,1,0.2,3,0.1,12,8,12.5
NA Holiday Deal Week - October 2025,2025-09-29,2025-10-07,Bike And Sport Racks,Wayfair US,4T-Kayak,461.92,15.4,236.88,26.32,697.48,23.25,4,0.13,2,0.22,6,0.2,10,,
NA Holiday Deal Week - October 2025,2025-09-29,2025-10-07,Shelving & Racks,Wayfair US,5T-dong-183-120,97.3,3.24,203.04,22.56,489.07,16.3,3,0.1,2,0.22,5,0.17,10,2,50
NA Holiday Deal Week - October 2025,2025-09-29,2025-10-07,Shelving & Racks,Wayfair US,5T-dong-198-120,-1.94,-0.06,4.65,0.52,0,0,1,0.03,1,0.11,1,0.03,10,1,0
NA Labor Day/Labour Day - August 2025,2025-08-23,2025-09-03,Shelving & Racks,Wayfair US,5T-1830-900,0,0,150.59,12.55,-1.57,-0.05,0,0,2,0.17,1,0.03,10,8,12.5
NA Labor Day/Labour Day - August 2025,2025-08-23,2025-09-03,Shelving & Racks,Wayfair US,5T-1980-1200,0,0,304.56,25.38,99.27,3.31,0,0,3,0.25,1,0.03,10,4,0
NA Labor Day/Labour Day Weekend - August 2025,2025-08-29,2025-09-03,Bike And Sport Racks,Wayfair US,2T-Kayak,0,0,74.12,12.35,237.55,7.92,0,0,1,0.17,3,0.1,17,,
NA Labor Day/Labour Day Weekend - August 2025,2025-08-29,2025-09-03,Bike And Sport Racks,Wayfair US,4T-Kayak,118.44,3.95,218.46,36.41,589.57,19.65,1,0.03,2,0.33,5,0.17,17,,
NA Labor Day/Labour Day Weekend - August 2025,2025-08-29,2025-09-03,Shelving & Racks,Wayfair US,5T-1830-1200,0,0,109.23,18.21,113.35,3.78,0,0,1,0.17,2,0.07,17,3,0
NA Loyalty Way Day Early Access - April 2026,2026-04-23,2026-04-24,Filing Cabinets,Wayfair US,MFC-D3-W,3174.18,105.81,-1.89,-0.95,439.21,14.64,37,1.23,1,0.5,5,0.17,31.02,27,0
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Bike And Sport Racks,Wayfair US,3T-Kayak,93.06,3.1,180.95,22.62,0,0,1,0.03,2,0.25,0,0,13,,
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Shelving & Racks,Wayfair US,5T-1830-1200,465.87,15.53,118.44,14.81,0,0,4,0.13,1,0.13,0,0,13,3,33.333333333333329
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Shelving & Racks,Wayfair Canada (English),5T-dong-183-120,0,0,292.35,36.54,0,0,0,0,3,0.38,0,0,13,2,50
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,LFC-2B,337.66,11.26,215.73,26.97,110.4,3.68,4,0.13,2,0.25,1,0.03,13,1,100
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,LFC-2B-680,203.04,6.77,582.04,72.76,293.28,9.78,2,0.07,6,0.75,3,0.1,13,18,11.111111111111111
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,LFC-2W-680,609.12,20.3,294.39,36.8,796.38,26.55,6,0.2,3,0.38,8,0.27,13,61,3.278688524590164
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair Canada (English),LFC-2W-680,0,0,97.45,12.18,0,0,0,0,1,0.13,0,0,13,4,25
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Perigold US,LFC-3B,0,0,123.84,15.48,0,0,0,0,1,0.13,0,0,13,,
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,LFC-3B,128.21,4.27,498.28,62.29,963.05,32.1,1,0.03,4,0.5,9,0.3,13,34,8.8235294117647065
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,LFC-3W,909.17,30.31,627.97,78.5,903.33,30.11,7,0.23,5,0.63,7,0.23,13,74,1.3513513513513513
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,LFC-4B,1316,43.87,970.22,121.28,1188.56,39.62,8,0.27,8,1,8,0.27,13,45,8.88888888888889
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,MFC-D2-B,646.25,21.54,538.72,67.34,920.26,30.68,7,0.23,6,0.75,10,0.33,13,106,3.7735849056603774
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,MFC-D2-W,555.26,18.51,357.77,44.72,90.99,3.03,6,0.2,3,0.38,1,0.03,13,30,6.666666666666667
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,MFC-D3-B,85.87,2.86,255.63,31.95,1097.54,36.58,1,0.03,3,0.38,13,0.43,13,17,11.76470588235294
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,VF-ZH-4B,933.84,31.13,299.1,37.39,916.44,30.55,6,0.2,2,0.25,6,0.2,13,31,6.4516129032258061
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,VF-ZH-4W,620.82,20.69,446.91,55.86,469.53,15.65,4,0.13,2,0.25,3,0.1,13,27,0
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,VFC-3B,1404.36,46.81,292.14,36.52,800.88,26.7,14,0.47,3,0.38,8,0.27,13,59,0
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,VFC-3W,101.52,3.38,390.27,48.78,302.31,10.08,1,0.03,4,0.5,3,0.1,13,32,9.375
NA New Year Super Sale - January 2026,2026-01-02,2026-01-09,Filing Cabinets,Wayfair US,VFC-4B,-5.04,-0.17,460.6,57.58,430.05,14.34,2,0.07,4,0.5,4,0.13,13,17,11.76470588235294
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Aquariums & Bowls,Wayfair US,3T-B,0,0,60.48,10.08,0,0,0,0,1,0.17,0,0,10,,
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Aquariums & Bowls,Wayfair US,3T-W,-0.31,-0.01,111.86,18.64,0.31,0.01,0,0,0,0,1,0.03,10,,
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Bike And Sport Racks,Wayfair US,4T-Kayak,348.74,11.62,111.86,18.64,111.86,3.73,3,0.1,1,0.17,1,0.03,10,,
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Shelving & Racks,Wayfair US,5T-1830-1200,0,0,236.88,39.48,230.3,7.68,0,0,2,0.33,2,0.07,10,6,16.666666666666664
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Shelving & Racks,Wayfair US,5T-1980-1200,203.04,6.77,101.52,16.92,197.4,6.58,2,0.07,1,0.17,3,0.1,10,4,25
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Shelving & Racks,Wayfair US,5T-dong-183-120,95.88,3.2,95.88,15.98,203.04,6.77,1,0.03,1,0.17,2,0.07,10,3,33.333333333333329
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,LFC-2B-680,389.16,12.97,101.52,16.92,101.52,3.38,4,0.13,1,0.17,1,0.03,10,1,0
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,LFC-2W-680,501.96,16.73,298.92,49.82,298.92,9.96,5,0.17,3,0.5,3,0.1,10,41,4.8780487804878048
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,LFC-3W,1165.59,38.85,393.39,65.57,131.13,4.37,9,0.3,3,0.5,1,0.03,10,36,5.5555555555555554
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,MFC-D2-B,1008.15,33.61,279.18,46.53,1152.91,38.43,11,0.37,3,0.5,13,0.43,10,46,4.3478260869565215
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,MFC-D2-W,93.06,3.1,268.84,44.81,0,0,1,0.03,3,0.5,0,0,10,4,0
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,MFC-D3-W,355.32,11.84,261.55,43.59,676.02,22.53,3,0.1,3,0.5,8,0.27,10,23,4.3478260869565215
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,VFC-4B,344.79,11.49,29.23,4.87,0,0,3,0.1,1,0.17,0,0,10,3,33.333333333333329
NA Presidents' Day Weekend - Feb 2026,2026-02-13,2026-02-18,Filing Cabinets,Wayfair US,VFC-4W,0,0,111.86,18.64,0,0,0,0,1,0.17,0,0,10,2,0
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Aquariums & Bowls,Wayfair US,3T-W,0,0,0,0,115.15,3.84,0,0,1,0.01,2,0.07,10,,
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Bike And Sport Racks,Wayfair US,4T-Kayak,118.44,3.95,230.3,3.24,829.08,27.64,1,0.03,2,0.03,7,0.23,10,,
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Shelving & Racks,Wayfair US,5T-1830-1200,118.44,3.95,230.3,3.24,0,0,1,0.03,2,0.03,0,0,10,3,66.666666666666657
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Shelving & Racks,Wayfair US,5T-1980-1200,0,0,400.44,5.64,293.28,9.78,0,0,5,0.07,3,0.1,10,13,15.384615384615385
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Bookcases,Wayfair US,5T-Niudun,0,0,55.83,0.79,0,0,0,0,1,0.01,0,0,10,,
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Shelving & Racks,Wayfair US,5T-dong-183-120,0,0,304.56,4.29,0,0,0,0,3,0.04,0,0,10,14,14.285714285714285
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),LFC-2B,0,0,337.17,4.75,0,0,0,0,3,0.04,0,0,10,5,20
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-2B,323.7,10.79,0,0,1006.31,33.54,4,0.13,1,0.01,9,0.3,10,5,20
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),LFC-2B-680,100.16,3.34,199.25,2.81,0,0,1,0.03,2,0.03,0,0,10,5,0
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-2B-680,988.12,32.94,298.92,4.21,1091.91,36.4,10,0.33,3,0.04,11,0.37,10,13,23.076923076923077
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-2W,219.64,7.32,336.28,4.74,114.21,3.81,3,0.1,3,0.04,1,0.03,10,8,12.5
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-2W-680,1197.93,39.93,400.44,5.64,1485.58,49.52,12,0.4,4,0.06,15,0.5,10,47,4.25531914893617
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),LFC-3B,0,0,128.79,1.81,0,0,0,0,1,0.01,0,0,10,7,14.285714285714285
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),LFC-3W,0,0,758.63,10.68,0,0,0,0,6,0.08,0,0,10,28,7.1428571428571423
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-3W,1014.07,33.8,648.36,9.13,762,25.4,8,0.27,5,0.07,6,0.2,10,63,6.3492063492063489
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-4B,2459.18,81.97,531.15,7.48,1466.4,48.88,17,0.57,5,0.07,10,0.33,10,12,8.3333333333333321
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),LFC-4B,159.11,5.3,332.85,4.69,165.87,5.53,1,0.03,2,0.03,1,0.03,10,8,25
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-4W,334.64,11.15,827.2,11.65,0,0,2,0.07,5,0.07,0,0,10,8,37.5
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,LFC-5W,0,0,194.58,2.74,0,0,0,0,1,0.01,0,0,10,4,25
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair Canada (English),MFC-D2-B,0,0,267.88,3.77,0,0,0,0,3,0.04,0,0,10,17,17.647058823529413
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,MFC-D2-B,1000.92,33.36,1178.76,16.6,542.85,18.1,11,0.37,13,0.18,6,0.2,10,148,3.3783783783783785
NA Q1 Extended Discounts (Jan - Mar 2026),2026-01-20,2026-03-31,Filing Cabinets,Wayfair US,MFC-D2-W,727.94,24.26,93.06,1.31,712.98,23.77,7,0.23,1,0.01,13,0.43,10,1,100
